ParticipantID,Trial,FixationNo,StartTime,EndTime,Duration,PositionX,PositionY,PupilSize,EyeUsed,Order,Task
elisius1,7,27,6966,7196,232,1005,857.3,4602,RIGHT,1,Counting
elisius1,7,28,7230,7384,156,796.1,912,4664,RIGHT,1,Counting
elisius1,7,29,7436,7650,216,1320.2,873.8,4622,RIGHT,1,Counting
elisius1,7,30,7676,7848,174,1208.3,850.3,4682,RIGHT,1,Counting
elisius1,7,31,7892,8288,398,822.3,649.3,4669,RIGHT,1,Counting
elisius1,7,32,8336,8500,166,633.8,829.7,4559,RIGHT,1,Counting
elisius1,7,33,8520,8842,324,651.2,865.2,4564,RIGHT,1,Counting
elisius1,7,34,8890,9114,226,329.6,989.1,4547,RIGHT,1,Counting
elisius1,7,35,9170,9400,232,180.1,609.1,4441,RIGHT,1,Counting
elisius1,7,36,9460,9630,172,1054.8,524.3,4443,RIGHT,1,Counting
elisius1,7,37,9660,10086,428,860.3,640.5,4634,RIGHT,1,Counting
elisius1,7,38,10146,10366,222,1499.4,793.5,4714,RIGHT,1,Counting
elisius1,7,39,10388,10504,118,1451.1,817.8,4769,RIGHT,1,Counting
elisius1,7,40,10564,10718,156,941.2,566.7,4762,RIGHT,1,Counting
elisius1,7,41,10774,11004,232,585.6,906.7,4654,RIGHT,1,Counting
elisius1,7,42,11022,11102,82,630.7,880.8,4676,RIGHT,1,Counting
elisius1,7,43,11122,11454,334,659.3,849.8,4754,RIGHT,1,Counting
elisius1,7,44,11466,11562,98,633.6,853.9,4739,RIGHT,1,Counting
elisius1,7,45,11614,11792,180,267.6,962.1,4711,RIGHT,1,Counting
elisius1,7,46,11846,12058,214,189,610.7,4670,RIGHT,1,Counting
elisius1,7,47,12122,12326,206,1046.9,539,4584,RIGHT,1,Counting
elisius1,7,48,12348,12606,260,1105.5,534.2,4653,RIGHT,1,Counting
elisius1,7,49,12658,12960,304,825.5,644.2,4700,RIGHT,1,Counting
elisius1,7,50,13028,13198,172,108.3,677.6,4693,RIGHT,1,Counting
elisius1,7,51,13218,13448,232,147.6,633.9,4701,RIGHT,1,Counting
elisius1,7,52,13488,13722,236,434.2,704.7,4699,RIGHT,1,Counting
elisius1,7,53,13766,14012,248,797.1,675.1,4721,RIGHT,1,Counting
elisius1,7,54,14066,14330,266,1480,766.4,4713,RIGHT,1,Counting
elisius1,7,55,14356,14482,128,1390,715.1,4794,RIGHT,1,Counting
elisius1,7,56,14548,14708,162,438.8,661,4841,RIGHT,1,Counting
elisius1,7,57,14754,14934,182,180.3,636.8,4792,RIGHT,1,Counting
elisius1,7,58,14980,15234,256,797.4,630.8,4781,RIGHT,1,Counting
elisius1,7,59,15296,15694,400,189.4,625.1,4976,RIGHT,1,Counting
elisius1,7,60,15746,16202,458,874.1,613.1,4943,RIGHT,1,Counting
elisius1,7,61,16248,16538,292,305.5,620.7,4800,RIGHT,1,Counting
elisius1,7,62,16580,16864,286,162.8,643.5,4798,RIGHT,1,Counting
elisius1,7,63,16904,17020,118,629.2,656.6,4848,RIGHT,1,Counting
elisius1,7,64,17078,17292,216,112.5,686.2,4725,RIGHT,1,Counting
elisius1,7,65,17316,17496,182,89.5,706.2,4715,RIGHT,1,Counting
elisius1,7,66,17538,17666,130,103.5,837.6,4809,RIGHT,1,Counting
elisius1,7,67,17680,17808,130,100.1,816.5,4880,RIGHT,1,Counting
elisius1,7,68,17854,18140,288,600.6,896.8,4789,RIGHT,1,Counting
elisius1,7,69,18166,18332,168,519.4,925.4,4842,RIGHT,1,Counting
elisius1,7,70,18378,18588,212,288.9,948.4,4819,RIGHT,1,Counting
elisius1,7,71,18624,18798,176,596.8,910.5,4786,RIGHT,1,Counting
elisius1,7,72,18822,18988,168,529.5,923.7,4829,RIGHT,1,Counting
elisius1,7,73,19016,19448,434,616.9,897.6,4817,RIGHT,1,Counting
elisius1,7,74,19466,20050,586,652.7,853,4884,RIGHT,1,Counting
elisius1,7,75,20082,20588,508,829.6,895.3,5015,RIGHT,1,Counting
elisius1,7,76,20612,20834,224,889,866.1,4953,RIGHT,1,Counting
elisius1,7,77,20870,21008,140,930.2,761.6,4869,RIGHT,1,Counting
elisius1,7,78,21034,21184,152,819.9,698.1,4819,RIGHT,1,Counting
elisius1,8,1,4,64,62,816.3,698.2,4751,RIGHT,1,Counting
elisius1,8,2,82,432,352,774.7,698.4,4618,RIGHT,1,Counting
elisius1,8,3,476,624,150,785,406.5,4630,RIGHT,1,Counting
elisius1,8,4,668,988,322,1173.1,391.2,4729,RIGHT,1,Counting
elisius1,8,5,1012,1164,154,1092.1,338.3,4709,RIGHT,1,Counting
elisius1,8,6,1208,1354,148,1307.1,499.6,4816,RIGHT,1,Counting
elisius1,8,7,1382,1532,152,1331.4,578.6,4888,RIGHT,1,Counting
elisius1,8,8,1576,1712,138,1510.8,360.6,4831,RIGHT,1,Counting
elisius1,8,9,1744,2044,302,1300.8,323.7,4859,RIGHT,1,Counting
elisius1,8,10,2082,2320,240,1572.9,331.8,4678,RIGHT,1,Counting
elisius1,8,11,2360,2610,252,1458.7,169,4810,RIGHT,1,Counting
elisius1,8,12,2634,2796,164,1499.6,217.4,4857,RIGHT,1,Counting
elisius1,8,13,2834,3030,198,1344.7,241,4879,RIGHT,1,Counting
elisius1,8,14,3048,3162,116,1330.4,218,4831,RIGHT,1,Counting
elisius1,8,15,3186,3434,250,1410,248.6,4754,RIGHT,1,Counting
elisius1,8,16,3444,3640,198,1391.6,241.9,4754,RIGHT,1,Counting
elisius1,8,17,3670,3916,248,1324.3,175.2,4727,RIGHT,1,Counting
elisius1,8,18,3936,4276,342,1375.4,119.2,4674,RIGHT,1,Counting
elisius1,8,19,4330,4718,390,947.4,240.1,4915,RIGHT,1,Counting
elisius1,8,20,4754,5130,378,1186.5,277.2,4884,RIGHT,1,Counting
elisius1,8,21,5160,5372,214,1068,339.5,4877,RIGHT,1,Counting
elisius1,8,22,5412,5950,540,1186.6,99.3,4674,RIGHT,1,Counting
elisius1,8,23,5994,6326,334,1524.7,158.9,4765,RIGHT,1,Counting
elisius1,8,24,6356,6526,172,1447.9,187.8,4717,RIGHT,1,Counting
elisius1,8,25,6550,6812,264,1392.2,154.1,4672,RIGHT,1,Counting
elisius1,8,26,6840,7048,210,1257.3,81.1,4594,RIGHT,1,Counting
elisius1,8,27,7070,7346,278,1204.3,97.3,4666,RIGHT,1,Counting
elisius1,8,28,7364,7488,126,1231.1,110.5,4654,RIGHT,1,Counting
elisius1,8,29,7514,7744,232,1138.1,80.8,4612,RIGHT,1,Counting
elisius1,8,30,7764,8434,672,1093.1,83.7,4632,RIGHT,1,Counting
elisius1,8,31,8456,8698,244,1150.3,63.8,4749,RIGHT,1,Counting
elisius1,8,32,8738,8912,176,1075.2,115,4965,RIGHT,1,Counting
elisius1,8,33,8938,9226,290,1050.1,171.5,5090,RIGHT,1,Counting
elisius1,8,34,9256,9614,360,1078.5,266.5,5145,RIGHT,1,Counting
elisius1,8,35,9644,9996,354,1063.4,339.1,5046,RIGHT,1,Counting
elisius1,8,36,10028,10224,198,1005.7,242.4,4935,RIGHT,1,Counting
elisius1,8,37,10250,10680,432,936.2,293,4916,RIGHT,1,Counting
elisius1,8,38,10694,10916,224,964.6,317.2,4894,RIGHT,1,Counting
elisius1,8,39,10948,11166,220,920.4,170.3,4836,RIGHT,1,Counting
elisius1,8,40,11192,12326,1136,932.3,212.9,4924,RIGHT,1,Counting
elisius1,8,41,12350,12640,292,994.3,191.4,5280,RIGHT,1,Counting
elisius1,8,42,12666,12882,218,914.6,206.3,5164,RIGHT,1,Counting
elisius1,8,43,12910,13202,294,1012.1,107.2,5065,RIGHT,1,Counting
elisius1,8,44,13212,13330,120,1024.6,95.7,5016,RIGHT,1,Counting
elisius1,8,45,13362,13598,238,865.1,76.1,4842,RIGHT,1,Counting
elisius1,8,46,13626,13862,238,818.2,117.2,4840,RIGHT,1,Counting
elisius1,8,47,13878,14166,290,795.3,137.1,4840,RIGHT,1,Counting
elisius1,8,48,14188,14376,190,851.9,83.4,4861,RIGHT,1,Counting
elisius1,8,49,14408,14644,238,703.1,44.7,4872,RIGHT,1,Counting
elisius1,8,50,14668,14814,148,770.8,46.7,4835,RIGHT,1,Counting
elisius1,8,51,14840,15120,282,705.8,52.2,4885,RIGHT,1,Counting
elisius1,8,52,15136,15354,220,679.8,62.1,4846,RIGHT,1,Counting
elisius1,8,53,15378,15556,180,620.2,63,4881,RIGHT,1,Counting
elisius1,8,54,15566,15860,296,632.1,60.6,4860,RIGHT,1,Counting
elisius1,8,55,15902,16084,184,547.6,142.5,4806,RIGHT,1,Counting
elisius1,8,56,16100,16358,260,570.9,173.1,4943,RIGHT,1,Counting
elisius1,8,57,16392,16662,272,601.5,53.2,4872,RIGHT,1,Counting
elisius1,8,58,16712,16846,136,482,150.6,4869,RIGHT,1,Counting
elisius1,8,59,16866,17374,510,515.9,113.8,4886,RIGHT,1,Counting
elisius1,8,60,17404,17590,188,388.4,109.2,4905,RIGHT,1,Counting
elisius1,8,61,17604,17762,160,385.6,84.8,4862,RIGHT,1,Counting
elisius1,8,62,17790,17964,176,509.4,40.5,4750,RIGHT,1,Counting
elisius1,8,63,18026,18244,220,368.8,496.1,4888,RIGHT,1,Counting
elisius1,8,64,18288,18520,234,437.2,122.9,4736,RIGHT,1,Counting
elisius1,8,65,18546,18790,246,389.7,169.7,4702,RIGHT,1,Counting
elisius1,8,66,18818,19012,196,366.8,66.9,4700,RIGHT,1,Counting
elisius1,8,67,19022,19326,306,382.9,75.4,4838,RIGHT,1,Counting
elisius1,8,68,19388,19586,200,286.4,397.5,5057,RIGHT,1,Counting
elisius1,8,69,19610,19878,270,351.9,341.6,5102,RIGHT,1,Counting
elisius1,8,70,19922,20064,144,561.2,449.1,5087,RIGHT,1,Counting
elisius1,8,71,20120,20356,238,434.8,113.4,4952,RIGHT,1,Counting
elisius1,8,72,20392,20686,296,384.5,163.5,4940,RIGHT,1,Counting
elisius1,8,73,20738,20972,236,767.6,542.8,5139,RIGHT,1,Counting
elisius1,8,74,21022,21184,164,514.4,257,5070,RIGHT,1,Counting
elisius1,9,1,28,346,320,418.1,122.4,4795,RIGHT,1,Counting
elisius1,9,2,536,696,162,580.7,632.5,5045,RIGHT,1,Counting
elisius1,9,3,722,852,132,567.7,681.9,4956,RIGHT,1,Counting
elisius1,9,4,896,1056,162,782.4,557.3,4811,RIGHT,1,Counting
elisius1,9,5,1090,1460,372,880.4,387.5,4609,RIGHT,1,Counting
elisius1,9,6,1488,1692,206,705.8,389.8,4527,RIGHT,1,Counting
elisius1,9,7,1746,2092,348,529.4,705.7,4580,RIGHT,1,Counting
elisius1,9,8,2142,2318,178,835.2,379.7,4544,RIGHT,1,Counting
elisius1,9,9,2348,2692,346,689.5,378,4531,RIGHT,1,Counting
elisius1,9,10,2722,3098,378,894.9,395.3,4587,RIGHT,1,Counting
elisius1,9,11,3132,3306,176,678.6,384.2,4508,RIGHT,1,Counting
elisius1,9,12,3364,3564,202,506.5,670.2,4511,RIGHT,1,Counting
elisius1,9,13,3586,3968,384,551,704,4536,RIGHT,1,Counting
elisius1,9,14,3998,4112,116,667.1,747.5,4556,RIGHT,1,Counting
elisius1,9,15,4172,4376,206,717.1,383.5,4539,RIGHT,1,Counting
elisius1,9,16,4406,4728,324,869.6,384,4331,RIGHT,1,Counting
elisius1,9,17,4748,4904,158,927.6,398.9,4194,RIGHT,1,Counting
elisius1,9,18,4920,5238,320,886.4,392.3,4224,RIGHT,1,Counting
elisius1,9,19,5266,5480,216,979.7,399.4,4321,RIGHT,1,Counting
elisius1,9,20,5536,5686,152,1023.1,721.2,4475,RIGHT,1,Counting
elisius1,9,21,5714,5882,170,938.8,684.8,4490,RIGHT,1,Counting
elisius1,9,22,5896,6336,442,908.1,685,4442,RIGHT,1,Counting
elisius1,9,23,6368,6504,138,1070.6,688.9,4456,RIGHT,1,Counting
elisius1,9,24,6518,6648,132,1038.9,689.6,4483,RIGHT,1,Counting
elisius1,9,25,6662,6808,148,1022.4,670,4479,RIGHT,1,Counting
elisius1,9,26,6816,7002,188,1002,668,4467,RIGHT,1,Counting
elisius1,9,27,7034,7190,158,1175.2,669.5,4475,RIGHT,1,Counting
elisius1,9,28,7216,7434,220,1055.3,655.4,4606,RIGHT,1,Counting
elisius1,9,29,7470,7692,224,1200.4,671.6,4636,RIGHT,1,Counting
elisius1,9,30,7706,8138,434,1216.3,689.9,4693,RIGHT,1,Counting
elisius1,9,31,8156,8962,808,1271.1,686.2,4654,RIGHT,1,Counting
elisius1,9,32,8974,9644,672,1297.5,686.4,4778,RIGHT,1,Counting
elisius1,9,33,9662,10092,432,1332.1,694.8,4878,RIGHT,1,Counting
elisius1,9,34,10118,10312,196,1424.4,727.6,4783,RIGHT,1,Counting
elisius1,9,35,10322,10586,266,1401.6,730.7,4786,RIGHT,1,Counting
elisius1,9,36,10606,10814,210,1354.8,714.8,4711,RIGHT,1,Counting
elisius1,9,37,10836,11310,476,1400.2,736.1,4785,RIGHT,1,Counting
elisius1,9,38,11320,11634,316,1419.5,739.1,4801,RIGHT,1,Counting
elisius1,9,39,11652,12206,556,1460.3,735.9,5001,RIGHT,1,Counting
elisius1,9,40,12224,12398,176,1414.1,730.1,5057,RIGHT,1,Counting
elisius1,9,41,12420,12708,290,1475.8,739.4,5208,RIGHT,1,Counting
elisius1,9,42,12716,12974,260,1458.1,748.3,5107,RIGHT,1,Counting
elisius1,9,43,12988,13720,734,1478.7,733.8,5083,RIGHT,1,Counting
elisius1,9,44,13732,14718,988,1494.1,719.5,5066,RIGHT,1,Counting
elisius1,9,45,14730,14942,214,1507.6,712.6,5048,RIGHT,1,Counting
elisius1,9,46,14960,15240,282,1483.6,686.8,4979,RIGHT,1,Counting
elisius1,9,47,15252,15802,552,1486,670,4808,RIGHT,1,Counting
elisius1,9,48,15816,16724,910,1508,702.7,4832,RIGHT,1,Counting
elisius1,9,49,16740,17144,406,1519,699.8,4983,RIGHT,1,Counting
elisius1,9,50,17166,17512,348,1558.2,735.4,5018,RIGHT,1,Counting
elisius1,9,51,17526,17972,448,1527.8,716.2,4986,RIGHT,1,Counting
elisius1,9,52,17992,18300,310,1570,749.6,4958,RIGHT,1,Counting
elisius1,9,53,18314,18784,472,1536.6,735.5,4912,RIGHT,1,Counting
elisius1,9,54,18798,19188,392,1552.3,742.8,4967,RIGHT,1,Counting
elisius1,9,55,19204,19378,176,1573.9,722,4934,RIGHT,1,Counting
elisius1,9,56,19438,19636,200,825.2,681.6,5070,RIGHT,1,Counting
elisius1,9,57,19660,19864,206,901.9,668,4941,RIGHT,1,Counting
elisius1,9,58,19916,20280,366,1555.3,758.4,4651,RIGHT,1,Counting
elisius1,9,59,20300,20440,142,1605.5,779.8,4626,RIGHT,1,Counting
elisius1,9,60,20512,20802,292,525.6,685.3,4717,RIGHT,1,Counting
elisius1,9,61,20828,21166,340,638.9,736,4519,RIGHT,1,Counting
elisius1,10,1,4,334,332,672.5,745.1,4449,RIGHT,1,Counting
elisius1,10,2,376,580,206,759.4,506.2,4464,RIGHT,1,Counting
elisius1,10,3,624,762,140,573,649.3,4486,RIGHT,1,Counting
elisius1,10,4,776,930,156,605,659.9,4464,RIGHT,1,Counting
elisius1,10,5,974,1120,148,752.1,469,4452,RIGHT,1,Counting
elisius1,10,6,1146,1412,268,841.5,478.1,4436,RIGHT,1,Counting
elisius1,10,7,1432,1578,148,889.8,476.4,4437,RIGHT,1,Counting
elisius1,10,8,1592,1694,104,858.7,469.3,4438,RIGHT,1,Counting
elisius1,10,9,1720,1978,260,927,395.6,4420,RIGHT,1,Counting
elisius1,10,10,2000,2230,232,1000.2,372,4415,RIGHT,1,Counting
elisius1,10,11,2256,2454,200,1067.2,295.6,4319,RIGHT,1,Counting
elisius1,10,12,2478,2836,360,1013.6,341.9,4279,RIGHT,1,Counting
elisius1,10,13,2864,3196,334,1103.8,246.8,4188,RIGHT,1,Counting
elisius1,10,14,3216,3386,172,1141.5,219.9,4163,RIGHT,1,Counting
elisius1,10,15,3400,3642,244,1164.9,204.3,4171,RIGHT,1,Counting
elisius1,10,16,3664,3808,146,1190.4,159.1,4149,RIGHT,1,Counting
elisius1,10,17,3836,4236,402,1287.5,108.9,4110,RIGHT,1,Counting
elisius1,10,18,4254,4678,426,1273,65.4,4091,RIGHT,1,Counting
elisius1,10,19,4698,4878,182,1236.7,71.6,4095,RIGHT,1,Counting
elisius1,10,20,4890,5282,394,1256,71.4,4140,RIGHT,1,Counting
elisius1,10,21,5312,5470,160,1146.5,123.7,4261,RIGHT,1,Counting
elisius1,10,22,5486,5830,346,1172.5,114.1,4348,RIGHT,1,Counting
elisius1,10,23,5854,6568,716,1107.3,131.1,4447,RIGHT,1,Counting
elisius1,10,24,6608,7356,750,997.4,216.7,4638,RIGHT,1,Counting
elisius1,10,25,7386,7690,306,923.4,247.1,4606,RIGHT,1,Counting
elisius1,10,26,7702,7934,234,902.7,253.1,4612,RIGHT,1,Counting
elisius1,10,27,7970,8280,312,764.8,303.2,4650,RIGHT,1,Counting
elisius1,10,28,8292,8528,238,751.7,318.6,4542,RIGHT,1,Counting
elisius1,10,29,8578,8760,184,549,439.7,4547,RIGHT,1,Counting
elisius1,10,30,8772,9160,390,571.5,430.9,4546,RIGHT,1,Counting
elisius1,10,31,9216,9386,172,259.8,618,4516,RIGHT,1,Counting
elisius1,10,32,9410,9658,250,316.6,575.6,4597,RIGHT,1,Counting
elisius1,10,33,9708,9922,216,330.5,164.6,4395,RIGHT,1,Counting
elisius1,10,34,9964,10334,372,573.9,83,4238,RIGHT,1,Counting
elisius1,10,35,10356,10530,176,634.1,72.4,4226,RIGHT,1,Counting
elisius1,10,36,10570,10852,284,303.4,53,4289,RIGHT,1,Counting
elisius1,10,37,10920,10962,44,407.7,483.8,4490,RIGHT,1,Counting
elisius1,10,38,11012,11410,400,181.8,424.3,4452,RIGHT,1,Counting
elisius1,10,39,11444,11792,350,329.9,270.9,4449,RIGHT,1,Counting
elisius1,10,40,11818,12072,256,377.1,319.2,4571,RIGHT,1,Counting
elisius1,10,41,12124,12460,338,774.4,457.5,4814,RIGHT,1,Counting
elisius1,10,42,12506,13188,684,460.9,240.2,4712,RIGHT,1,Counting
elisius1,10,43,13220,13692,474,322.4,281.2,4587,RIGHT,1,Counting
elisius1,10,44,13734,14066,334,443.1,356.8,4603,RIGHT,1,Counting
elisius1,10,45,14090,14338,250,384,366.2,4563,RIGHT,1,Counting
elisius1,10,46,14360,14570,212,329,298.6,4435,RIGHT,1,Counting
elisius1,10,47,14608,14944,338,545.3,272.7,4379,RIGHT,1,Counting
elisius1,10,48,14966,15302,338,485.6,281.7,4325,RIGHT,1,Counting
elisius1,10,49,15316,15604,290,505.5,264,4395,RIGHT,1,Counting
elisius1,10,50,15632,15828,198,634.5,244.9,4411,RIGHT,1,Counting
elisius1,10,51,15842,16140,300,609.1,238.2,4387,RIGHT,1,Counting
elisius1,10,52,16170,16362,194,724,206.2,4285,RIGHT,1,Counting
elisius1,10,53,16376,16782,408,689.9,203.5,4266,RIGHT,1,Counting
elisius1,10,54,16806,17086,282,780.7,192.3,4299,RIGHT,1,Counting
elisius1,10,55,17098,17412,316,786.4,166.3,4383,RIGHT,1,Counting
elisius1,10,56,17436,17838,404,858.7,166.4,4397,RIGHT,1,Counting
elisius1,10,57,17852,18084,234,885.1,152.6,4399,RIGHT,1,Counting
elisius1,10,58,18112,18354,244,1007.2,114.5,4472,RIGHT,1,Counting
elisius1,10,59,18380,18582,204,912,128.7,4498,RIGHT,1,Counting
elisius1,10,60,18598,19022,426,881.7,141.1,4442,RIGHT,1,Counting
elisius1,10,61,19034,19286,254,900.1,144.6,4462,RIGHT,1,Counting
elisius1,10,62,19310,19610,302,989.4,116.8,4470,RIGHT,1,Counting
elisius1,10,63,19654,19978,326,545.1,89.4,4480,RIGHT,1,Counting
elisius1,10,64,20034,20248,216,1015.9,135.3,4429,RIGHT,1,Counting
elisius1,10,65,20262,20574,314,1008,115.2,4444,RIGHT,1,Counting
elisius1,10,66,20608,20950,344,1229.5,66.3,4390,RIGHT,1,Counting
elisius1,10,67,20974,21184,212,1157.1,58.5,4333,RIGHT,1,Counting
