ParticipantID,Trial,SaccadeNo,StartTime,EndTime,Duration,StartX,StartY,EndX,EndY,PeakVelocity,MeanVelocity,Blink,Direction,Amplitude,EyeUsed,Order,Task
elisius1,5,62,16832,16882,52,1104.6,360.7,681.1,279,412.23,192.06,FALSE,LEFT,"9,20",RIGHT,1,Searching
elisius1,5,63,17122,17144,24,656.6,261.4,560.4,268.8,147.7,81,FALSE,LEFT,"2,05",RIGHT,1,Searching
elisius1,5,64,17358,17402,46,576.1,266.5,391.6,516.1,485.35,185.65,FALSE,DOWN,"7,47",RIGHT,1,Searching
elisius1,5,65,17682,17706,26,375.7,527.3,330.7,635.8,188.97,108.82,FALSE,DOWN,"2,84",RIGHT,1,Searching
elisius1,5,66,17944,17988,46,328.8,638.5,835.9,711.8,439.67,227.35,FALSE,RIGHT,"10,42",RIGHT,1,Searching
elisius1,5,67,18230,18250,22,847.8,712.2,919.5,638.9,166.75,104.55,FALSE,UP,"2,33",RIGHT,1,Searching
elisius1,5,68,18472,18494,24,919,627,1018.3,600.3,130.57,89.87,FALSE,RIGHT,"2,16",RIGHT,1,Searching
elisius1,5,69,18676,18714,40,1036.8,590.8,1329.3,785.2,372.34,188.61,FALSE,RIGHT,"7,56",RIGHT,1,Searching
elisius1,5,70,18890,18914,26,1334.8,782.5,1444.4,799.8,134.67,82.09,FALSE,RIGHT,"2,18",RIGHT,1,Searching
elisius1,5,71,19182,19220,40,1431.8,796.7,1364.2,881.6,217.61,97.05,FALSE,DOWN,"2,36",RIGHT,1,Searching
elisius1,5,72,19406,19412,8,1353.7,888,1357.7,875.3,34.68,31.35,FALSE,.,"0,30",RIGHT,1,Searching
elisius1,5,73,19532,19584,54,1352.7,868.4,842.4,835.6,477.84,203.82,FALSE,LEFT,"10,12",RIGHT,1,Searching
elisius1,5,74,19798,19842,46,808.8,838.9,550,857.2,357.11,145.56,FALSE,LEFT,"5,19",RIGHT,1,Searching
elisius1,5,75,20114,20132,20,528.7,862.7,569.1,802.8,115.66,79.75,FALSE,UP,"1,62",RIGHT,1,Searching
elisius1,5,76,20474,20502,30,567.4,792.6,365.7,771.9,251.85,133.32,FALSE,LEFT,"4,05",RIGHT,1,Searching
elisius1,5,77,20728,20736,10,355.4,765.3,332.5,773.6,53.3,47.73,FALSE,.,"0,49",RIGHT,1,Searching
elisius1,5,78,20998,21044,48,336.3,771.6,782.2,900.1,411.43,194.68,FALSE,RIGHT,"9,34",RIGHT,1,Searching
elisius1,6,1,424,456,34,752.5,469.8,862.5,336.8,237.87,124.13,FALSE,UP,"4,16",RIGHT,1,Counting
elisius1,6,2,718,776,60,864.3,322.4,607.8,518.9,409.38,158.33,FALSE,LEFT,"7,40",RIGHT,1,Counting
elisius1,6,3,946,968,24,607.3,517.2,507,586.7,199.08,109.32,FALSE,LEFT,"2,71",RIGHT,1,Counting
elisius1,6,4,1242,1406,166,515.5,610.7,578.2,599.9,1394.4,330.88,TRUE,RIGHT,"1,31",RIGHT,1,Counting
elisius1,6,5,1430,1442,14,571.8,560.1,570.2,590.5,72.88,49.88,FALSE,DOWN,"0,76",RIGHT,1,Counting
elisius1,6,6,1536,1560,26,570.6,598.7,468.3,611.8,151.08,81.47,FALSE,LEFT,"2,12",RIGHT,1,Counting
elisius1,6,7,1732,1784,54,477.7,600.1,793.4,815.3,436.88,178.39,FALSE,RIGHT,"8,27",RIGHT,1,Counting
elisius1,6,8,1978,1998,22,801.3,837.9,704.2,827.8,149.47,85.08,FALSE,LEFT,"1,97",RIGHT,1,Counting
elisius1,6,9,2142,2200,60,711.7,826.3,901.7,315.9,555.51,242.04,FALSE,UP,"13,28",RIGHT,1,Counting
elisius1,6,10,2524,2580,58,895.2,287.8,396.4,106.9,443.31,208.64,FALSE,LEFT,"11,53",RIGHT,1,Counting
elisius1,6,11,2708,2760,54,371.1,99,1091.8,309.3,584.93,299.53,FALSE,RIGHT,"16,07",RIGHT,1,Counting
elisius1,6,12,3008,3032,26,1094.8,313.8,1191.3,369.9,168.5,92.36,FALSE,RIGHT,"2,49",RIGHT,1,Counting
elisius1,6,13,3338,3394,58,1183.2,363.4,653.4,473.3,515.21,214.98,FALSE,LEFT,"11,43",RIGHT,1,Counting
elisius1,6,14,3616,3646,32,629.2,482.4,501,641.5,334.8,158.89,FALSE,DOWN,"4,79",RIGHT,1,Counting
elisius1,6,15,3852,3882,32,503.8,623.8,315.5,598.6,238.48,136.62,FALSE,LEFT,"3,86",RIGHT,1,Counting
elisius1,6,16,4026,4076,52,313.2,594.2,575.6,792,397.96,158.36,FALSE,RIGHT,"7,12",RIGHT,1,Counting
elisius1,6,17,4256,4276,22,577,805.9,663.8,817.9,120.38,75.84,FALSE,RIGHT,"1,77",RIGHT,1,Counting
elisius1,6,18,4656,4694,40,663.1,817.1,339.9,597.6,404.69,211.4,FALSE,LEFT,"8,39",RIGHT,1,Counting
elisius1,6,19,4922,4942,22,327.8,587.4,293.1,627.9,99.78,57.51,FALSE,DOWN,"1,21",RIGHT,1,Counting
elisius1,6,20,5428,5486,60,301.8,616,286,172.7,416.96,202.17,FALSE,UP,"11,18",RIGHT,1,Counting
elisius1,6,21,5700,5746,48,281.9,142.4,484.7,315.7,425.87,156.31,FALSE,DOWN,"6,17",RIGHT,1,Counting
elisius1,6,22,5976,6050,76,490.7,330.8,277.3,1068,705.5,256.22,FALSE,DOWN,"17,87",RIGHT,1,Counting
elisius1,6,23,6118,6140,24,284.2,1056.9,282.1,962,140.34,85.9,FALSE,UP,"2,08",RIGHT,1,Counting
elisius1,6,24,6314,6334,22,279.7,961.4,369.5,935.1,127.55,82.14,FALSE,RIGHT,"1,82",RIGHT,1,Counting
elisius1,6,25,6536,6566,32,376.6,934.3,651,846.4,342.2,183.05,FALSE,RIGHT,"5,77",RIGHT,1,Counting
elisius1,6,26,6804,6818,16,673.7,837.6,664.8,797.9,79.62,55.45,FALSE,UP,"0,96",RIGHT,1,Counting
elisius1,6,27,7074,7136,64,661.2,802.7,1246.5,405.1,466.79,244.86,FALSE,RIGHT,"15,46",RIGHT,1,Counting
elisius1,6,28,7390,7412,24,1241.6,403.6,1143.8,356.9,158.45,96.83,FALSE,LEFT,"2,37",RIGHT,1,Counting
elisius1,6,29,7668,7676,10,1146.9,357.9,1165.6,371.8,54.76,47.4,FALSE,RIGHT,"0,53",RIGHT,1,Counting
elisius1,6,30,7828,7882,56,1165.7,368,1358.3,708.3,455.73,183.71,FALSE,DOWN,"9,35",RIGHT,1,Counting
elisius1,6,31,8192,8216,26,1349.4,732.1,1316,821.1,167.29,84.26,FALSE,DOWN,"2,20",RIGHT,1,Counting
elisius1,6,32,8348,8382,36,1320.5,795.3,1125.3,596.8,355.21,172.39,FALSE,UP,"6,21",RIGHT,1,Counting
elisius1,6,33,8636,8696,62,1124,577.4,438.1,491.2,527.94,242.07,FALSE,LEFT,"14,29",RIGHT,1,Counting
elisius1,6,34,8844,8868,26,409.3,496.2,347.5,598.5,210.59,109.43,FALSE,DOWN,"2,85",RIGHT,1,Counting
elisius1,6,35,9038,9062,26,356.3,584.8,289.7,621.5,135.05,67.2,FALSE,LEFT,"1,61",RIGHT,1,Counting
elisius1,6,36,9338,9392,56,305.1,613.5,215.6,270.3,526.18,203.03,FALSE,UP,"8,81",RIGHT,1,Counting
elisius1,6,37,9542,9564,24,210.6,257.6,247.5,337.8,165.88,88.22,FALSE,DOWN,"2,19",RIGHT,1,Counting
elisius1,6,38,9776,9824,50,242.2,322.2,209.2,75.3,362.16,147.9,FALSE,UP,"6,40",RIGHT,1,Counting
elisius1,6,39,10042,10106,66,202.1,47.6,1047.1,341.1,685.71,301.43,FALSE,RIGHT,"19,07",RIGHT,1,Counting
elisius1,6,40,10314,10338,26,1054.2,341.1,1167.5,367.9,165.78,94.74,FALSE,RIGHT,"2,48",RIGHT,1,Counting
elisius1,6,41,10524,10564,42,1162,367.2,1309.7,290.7,154.25,99.09,FALSE,RIGHT,"3,65",RIGHT,1,Counting
elisius1,6,42,10630,10656,28,1304.6,300.7,1348.4,202.8,158.4,92.78,FALSE,UP,"2,70",RIGHT,1,Counting
elisius1,6,43,10820,10840,22,1344,207.7,1295.2,245.2,101.69,60.7,FALSE,LEFT,"1,40",RIGHT,1,Counting
elisius1,6,44,11138,11184,48,1304.4,236.7,1201.6,455.2,393.23,154.04,FALSE,DOWN,"6,02",RIGHT,1,Counting
elisius1,6,45,11320,11348,30,1191.3,476.1,1372.4,507.3,237.04,125.84,FALSE,RIGHT,"3,78",RIGHT,1,Counting
elisius1,6,46,11596,11640,46,1362.5,505.8,1117.8,613.1,391.22,151.1,FALSE,LEFT,"5,66",RIGHT,1,Counting
elisius1,6,47,11812,11830,20,1099.1,625.2,1166.9,618,99.14,65.88,FALSE,RIGHT,"1,40",RIGHT,1,Counting
elisius1,6,48,11990,12050,62,1159.1,615.7,1241.6,985.1,491.66,159.08,FALSE,DOWN,"8,83",RIGHT,1,Counting
elisius1,6,49,12242,12258,18,1240.2,964.6,1184.2,954.1,82,58.08,FALSE,LEFT,"1,11",RIGHT,1,Counting
elisius1,6,50,12676,12732,58,1195.2,952.2,547.9,865.5,514.86,231.6,FALSE,LEFT,"12,88",RIGHT,1,Counting
elisius1,6,51,12974,12994,22,517.8,868.5,510,781.5,150.45,87.4,FALSE,UP,"2,05",RIGHT,1,Counting
elisius1,6,52,13176,13224,50,503.7,790,231.3,958.4,371.47,155.13,FALSE,LEFT,"6,56",RIGHT,1,Counting
elisius1,6,53,13440,13450,12,209.2,965.1,235.8,947.2,58.67,50.04,FALSE,RIGHT,"0,64",RIGHT,1,Counting
elisius1,6,54,13644,13686,44,241,955,712.1,902.4,374.29,216.85,FALSE,RIGHT,"9,23",RIGHT,1,Counting
elisius1,6,55,13880,13900,22,720,900,699.7,806.6,155.37,98.11,FALSE,UP,"2,22",RIGHT,1,Counting
elisius1,6,56,14068,14094,28,694.3,809.1,782.7,937.6,236.48,121.53,FALSE,DOWN,"3,47",RIGHT,1,Counting
elisius1,6,57,14266,14270,6,778,932.2,786.5,934.2,32.83,31.58,FALSE,.,"0,17",RIGHT,1,Counting
elisius1,6,58,14424,14462,40,791.9,937.1,509.2,645.9,462.36,223.36,FALSE,UP,"8,94",RIGHT,1,Counting
elisius1,6,59,14742,14766,26,499.3,631.5,393.7,575.6,173.99,100.86,FALSE,LEFT,"2,56",RIGHT,1,Counting
elisius1,6,60,14984,15004,22,375.2,576.2,304.3,613.1,124.66,75.04,FALSE,LEFT,"1,69",RIGHT,1,Counting
elisius1,6,61,15202,15240,40,315,616.3,661.2,505.1,371.77,188.34,FALSE,RIGHT,"7,60",RIGHT,1,Counting
elisius1,6,62,15602,15634,34,672.9,505.2,449.2,378.9,305.03,164.26,FALSE,LEFT,"5,67",RIGHT,1,Counting
elisius1,6,63,15874,15906,34,445.6,373,382.8,226.8,199.33,116.37,FALSE,UP,"4,01",RIGHT,1,Counting
elisius1,6,64,16160,16182,24,373.4,221.9,260.7,250.9,163.1,101,FALSE,LEFT,"2,44",RIGHT,1,Counting
elisius1,6,65,16372,16438,68,238.3,257,1219.1,517.3,616.32,318.01,FALSE,RIGHT,"21,11",RIGHT,1,Counting
elisius1,6,66,16664,16690,28,1209.3,507.8,1157,371.9,214.04,130.66,FALSE,UP,"3,65",RIGHT,1,Counting
elisius1,6,67,16886,16924,40,1147.8,355.7,1363.3,200,264.69,150.45,FALSE,RIGHT,"6,03",RIGHT,1,Counting
elisius1,6,68,17176,17196,22,1364.2,197.3,1290.3,243.2,134.77,84.44,FALSE,LEFT,"1,94",RIGHT,1,Counting
elisius1,6,69,17444,17448,6,1294.1,242.6,1303.4,238.3,37.85,35.95,FALSE,.,"0,22",RIGHT,1,Counting
elisius1,6,70,17636,17690,56,1303.3,239.4,741.7,221.3,483.4,222.87,FALSE,LEFT,"11,81",RIGHT,1,Counting
elisius1,6,71,17922,17942,22,706.5,215.5,758,262.2,119.57,71.99,FALSE,DOWN,"1,65",RIGHT,1,Counting
elisius1,6,72,18208,18242,36,756.8,255.8,616.9,65.1,319.22,161.07,FALSE,UP,"5,86",RIGHT,1,Counting
elisius1,6,73,18476,18492,18,608.6,57.6,571.5,88.5,87.39,57.5,FALSE,DOWN,"1,14",RIGHT,1,Counting
elisius1,6,74,18670,18712,44,580,86.9,408.2,162.9,312.17,122.48,FALSE,LEFT,"4,13",RIGHT,1,Counting
elisius1,6,75,18902,18928,28,385.4,169.9,248.8,120.8,179.28,110.06,FALSE,LEFT,"3,09",RIGHT,1,Counting
elisius1,6,76,19160,19174,16,241.6,106.7,217,78.4,73.26,51.25,FALSE,UP,"0,89",RIGHT,1,Counting
elisius1,6,77,19398,19448,52,216.6,81,888.5,66.5,512.69,272.09,FALSE,RIGHT,"14,02",RIGHT,1,Counting
elisius1,6,78,19682,19734,54,901.7,66.4,1498.7,102.4,468.24,231.4,FALSE,RIGHT,"12,45",RIGHT,1,Counting
elisius1,6,79,19962,19978,18,1498.8,106.8,1518.4,77.9,58.02,46.3,FALSE,UP,"0,84",RIGHT,1,Counting
elisius1,6,80,20130,20152,24,1531.3,79.8,1611.2,26.7,146.7,83.78,FALSE,RIGHT,"2,10",RIGHT,1,Counting
elisius1,6,81,20304,20344,42,1605.8,30.2,1406.1,67,327.15,130.14,FALSE,LEFT,"4,13",RIGHT,1,Counting
elisius1,6,82,20482,20500,20,1381.4,65.9,1433.3,92.8,95.63,59.05,FALSE,RIGHT,"1,27",RIGHT,1,Counting
elisius1,6,83,20786,20856,72,1420.2,80.3,791.1,539.2,564.62,265.3,FALSE,LEFT,"17,55",RIGHT,1,Counting
elisius1,6,84,21040,21092,54,761.7,554.7,387.5,482.2,407.19,173.48,FALSE,LEFT,"7,94",RIGHT,1,Counting
elisius1,7,1,150,188,40,339.9,474.8,793.2,574.2,459.55,241.68,FALSE,RIGHT,"9,67",RIGHT,1,Counting
elisius1,7,2,444,482,40,786.6,566.2,1130.5,487.7,410.64,184.56,FALSE,RIGHT,"7,42",RIGHT,1,Counting
elisius1,7,3,624,686,64,1128.7,504,724.7,902.6,585.23,206.4,FALSE,DOWN,"12,65",RIGHT,1,Counting
elisius1,7,4,854,874,22,725.4,903.4,651.5,855.5,141.4,79.79,FALSE,LEFT,"1,85",RIGHT,1,Counting
elisius1,7,5,1220,1264,46,654.4,858.2,327.6,606.4,369.21,195.27,FALSE,LEFT,"8,91",RIGHT,1,Counting
elisius1,7,6,1518,1560,44,307,594.2,639.6,834.3,420.21,200.77,FALSE,RIGHT,"8,82",RIGHT,1,Counting
elisius1,7,7,1960,2016,58,662.5,834.7,1474.6,891.6,500.96,277.77,FALSE,RIGHT,"15,93",RIGHT,1,Counting
elisius1,7,8,2226,2286,62,1487.3,897.7,692.7,869.5,557.7,259.01,FALSE,LEFT,"15,49",RIGHT,1,Counting
elisius1,7,9,2588,2638,52,653.1,873.4,335.5,945.2,374.87,151.02,FALSE,LEFT,"6,43",RIGHT,1,Counting
elisius1,7,10,2996,3042,48,304.7,954.3,664.6,596.1,449.44,239.83,FALSE,UP,"11,08",RIGHT,1,Counting
elisius1,7,11,3180,3232,54,668.6,572.9,226.6,617.5,403.6,181.13,FALSE,LEFT,"9,02",RIGHT,1,Counting
elisius1,7,12,3358,3418,62,195.4,619.6,1059.6,558.8,555.79,286.42,FALSE,RIGHT,"17,51",RIGHT,1,Counting
elisius1,7,13,3586,3608,24,1061,571.6,1145.3,535.8,136.31,78.24,FALSE,RIGHT,"1,96",RIGHT,1,Counting
elisius1,7,14,3760,3808,50,1131.6,541.9,822.1,632.5,409.39,154.2,FALSE,LEFT,"6,79",RIGHT,1,Counting
elisius1,7,15,4074,4120,48,794,646.5,657.8,777.9,274.63,108.52,FALSE,DOWN,"4,24",RIGHT,1,Counting
elisius1,7,16,4252,4284,34,648.3,796,771.6,634,267.95,136.46,FALSE,UP,"4,68",RIGHT,1,Counting
elisius1,7,17,4528,4570,44,770.1,628.9,665.4,798.5,330.65,130.13,FALSE,DOWN,"4,64",RIGHT,1,Counting
elisius1,7,18,4746,4762,18,653,812.7,665,856.1,83.29,51.13,FALSE,DOWN,"1,05",RIGHT,1,Counting
elisius1,7,19,4992,5038,48,663.1,843.4,1231.3,820.7,448,238.26,FALSE,RIGHT,"11,33",RIGHT,1,Counting
elisius1,7,20,5220,5274,56,1245.5,815.5,795.6,683.8,416,177.64,FALSE,LEFT,"9,61",RIGHT,1,Counting
elisius1,7,21,5472,5498,28,765.6,679.7,613,721,231.55,115.02,FALSE,LEFT,"3,28",RIGHT,1,Counting
elisius1,7,22,5770,5800,32,622.2,718.6,676.5,883.7,246.14,126.61,FALSE,DOWN,"4,07",RIGHT,1,Counting
elisius1,7,23,6032,6042,12,671.9,865.4,663.2,839.4,55.97,47.3,FALSE,UP,"0,63",RIGHT,1,Counting
elisius1,7,24,6380,6430,52,663.2,844.9,378.9,931.4,352.59,144.92,FALSE,LEFT,"5,94",RIGHT,1,Counting
elisius1,7,25,6720,6738,20,356.4,942.4,286.7,958,100.82,62.5,FALSE,LEFT,"1,38",RIGHT,1,Counting
elisius1,7,26,6910,6964,56,297.3,955.6,1001.5,859,461.12,250.41,FALSE,RIGHT,"13,94",RIGHT,1,Counting
elisius1,7,27,7198,7228,32,1005.8,854.4,795,913.2,277.94,137.41,FALSE,LEFT,"4,43",RIGHT,1,Counting
elisius1,7,28,7386,7434,50,793,912.1,1316.8,875.5,391.49,207.25,FALSE,RIGHT,"10,36",RIGHT,1,Counting
elisius1,7,29,7652,7674,24,1321.7,869.3,1202.8,851.2,164.67,95.1,FALSE,LEFT,"2,37",RIGHT,1,Counting
elisius1,7,30,7850,7890,42,1209.8,849.1,835.3,651,376.94,211.86,FALSE,LEFT,"8,94",RIGHT,1,Counting
elisius1,7,31,8290,8334,46,821.7,652.2,654.5,819.2,356.14,129.43,FALSE,DOWN,"5,28",RIGHT,1,Counting
elisius1,7,32,8502,8518,18,630.6,831.1,660.1,869.6,78.89,54.84,FALSE,DOWN,"1,08",RIGHT,1,Counting
elisius1,7,33,8844,8888,46,651.2,870.3,355.1,987.6,360.92,163.41,FALSE,LEFT,"6,37",RIGHT,1,Counting
elisius1,7,34,9116,9168,54,330.3,989.7,190.3,642.4,381.01,175.07,FALSE,UP,"8,48",RIGHT,1,Counting
elisius1,7,35,9402,9458,58,177.2,603.1,1055.5,528.3,562.74,311.87,FALSE,RIGHT,"17,84",RIGHT,1,Counting
elisius1,7,36,9632,9658,28,1050.6,523.8,871.3,643.3,323.73,169.47,FALSE,LEFT,"4,78",RIGHT,1,Counting
elisius1,7,37,10088,10144,58,855.2,635.8,1489.4,781.3,493.24,234.65,FALSE,RIGHT,"13,13",RIGHT,1,Counting
elisius1,7,38,10368,10386,20,1500.1,791.3,1438.5,820.7,102.11,63.43,FALSE,LEFT,"1,37",RIGHT,1,Counting
elisius1,7,39,10506,10562,58,1453.4,820.1,968.4,578.3,477.9,206.23,FALSE,LEFT,"11,33",RIGHT,1,Counting
elisius1,7,40,10720,10772,54,940.1,570.2,609.8,890.3,504.09,202.34,FALSE,DOWN,"10,22",RIGHT,1,Counting
elisius1,7,41,11006,11020,16,585.4,904.6,624.6,883.3,68.6,54.27,FALSE,RIGHT,"0,92",RIGHT,1,Counting
elisius1,7,42,11104,11120,18,630,881.7,667.6,847.6,82.31,56.86,FALSE,UP,"1,09",RIGHT,1,Counting
elisius1,7,43,11456,11464,10,652,850.3,630.5,849.6,45.74,40.29,FALSE,.,"0,43",RIGHT,1,Counting
elisius1,7,44,11564,11612,50,632.1,851.6,302.1,951.1,417.14,164.09,FALSE,LEFT,"6,84",RIGHT,1,Counting
elisius1,7,45,11794,11844,52,268.2,961.9,199.3,642.5,394.69,169.38,FALSE,UP,"7,53",RIGHT,1,Counting
elisius1,7,46,12060,12120,62,186,609.7,1040.2,538.7,508.61,283.58,FALSE,RIGHT,"17,35",RIGHT,1,Counting
elisius1,7,47,12328,12346,20,1050,540.5,1111.8,538,85.98,59.1,FALSE,RIGHT,"1,28",RIGHT,1,Counting
elisius1,7,48,12608,12656,50,1108.5,533.6,852.7,636.1,357.39,132.53,FALSE,LEFT,"5,88",RIGHT,1,Counting
elisius1,7,49,12962,13026,66,825.5,642.4,127.7,677.8,480.4,218.93,FALSE,LEFT,"13,97",RIGHT,1,Counting
elisius1,7,50,13200,13216,18,109.1,674.9,150.2,634.2,95.36,64.85,FALSE,UP,"1,26",RIGHT,1,Counting
elisius1,7,51,13450,13486,38,147.9,633.3,431.1,701.1,324.79,152.21,FALSE,RIGHT,"5,84",RIGHT,1,Counting
elisius1,7,52,13724,13764,42,432.6,702.4,796.3,677.8,343.03,175.75,FALSE,RIGHT,"7,42",RIGHT,1,Counting
elisius1,7,53,14014,14064,52,793.7,673.4,1478.3,765.2,504.59,268.8,FALSE,RIGHT,"13,83",RIGHT,1,Counting
elisius1,7,54,14332,14354,24,1478.5,765.3,1385.9,714,152.59,87.67,FALSE,LEFT,"2,18",RIGHT,1,Counting
elisius1,7,55,14484,14546,64,1389.3,712,472.6,658.5,577.07,299.26,FALSE,LEFT,"18,38",RIGHT,1,Counting
elisius1,7,56,14710,14752,44,436,658.2,208.6,638,302.61,129.99,FALSE,LEFT,"4,56",RIGHT,1,Counting
elisius1,7,57,14936,14978,44,177.1,634.9,787.9,626.3,502.84,280.89,FALSE,RIGHT,"12,29",RIGHT,1,Counting
elisius1,7,58,15236,15294,60,799.7,629,219.7,622.7,451.24,209.93,FALSE,LEFT,"11,72",RIGHT,1,Counting
elisius1,7,59,15696,15744,50,180.8,628.9,869.9,612.7,531.79,279.53,FALSE,RIGHT,"13,90",RIGHT,1,Counting
elisius1,7,60,16204,16246,44,872.8,614.9,332,620.4,460.59,251.08,FALSE,LEFT,"11,03",RIGHT,1,Counting
elisius1,7,61,16540,16578,40,305.7,617.5,186.4,636.5,232.54,96.48,FALSE,LEFT,"2,41",RIGHT,1,Counting
elisius1,7,62,16866,16902,38,157.5,647,623.4,653.4,458.66,243.63,FALSE,RIGHT,"9,32",RIGHT,1,Counting
elisius1,7,63,17022,17076,56,632.3,657.9,145.1,685.4,444.22,192.29,FALSE,LEFT,"9,74",RIGHT,1,Counting
elisius1,7,64,17294,17314,22,115.4,680.7,80.6,719.8,90.56,53.97,FALSE,DOWN,"1,14",RIGHT,1,Counting
elisius1,7,65,17498,17536,40,90.4,703.3,102.1,816.2,271.13,119.44,FALSE,DOWN,"2,65",RIGHT,1,Counting
elisius1,7,66,17668,17678,12,105.7,834.1,100.5,808.9,52.8,41.41,FALSE,UP,"0,59",RIGHT,1,Counting
elisius1,7,67,17810,17852,44,101,816.4,585.9,890.5,451.98,219.83,FALSE,RIGHT,"9,55",RIGHT,1,Counting
elisius1,7,68,18142,18164,24,602.4,894.4,511.1,932.5,146.12,83.43,FALSE,LEFT,"2,00",RIGHT,1,Counting
elisius1,7,69,18334,18376,44,519.9,927.7,316.8,945.5,310.12,124.33,FALSE,LEFT,"3,96",RIGHT,1,Counting
elisius1,7,70,18590,18622,34,288.7,948.6,593.9,912.3,347.94,173.94,FALSE,RIGHT,"5,99",RIGHT,1,Counting
elisius1,7,71,18800,18820,22,602.8,908.8,520.2,931.2,128.98,73.8,FALSE,LEFT,"1,71",RIGHT,1,Counting
elisius1,7,72,18990,19014,26,526.7,921.1,625.5,897.5,131.46,75.74,FALSE,RIGHT,"2,02",RIGHT,1,Counting
elisius1,7,73,19450,19464,16,613.1,897.1,653.3,865.8,84.1,64.11,FALSE,RIGHT,"1,08",RIGHT,1,Counting
elisius1,7,74,20052,20080,30,652.2,838.8,838.9,901.3,273.01,135.86,FALSE,RIGHT,"4,01",RIGHT,1,Counting
elisius1,7,75,20590,20610,22,824.9,902.4,889.2,862.5,108.35,70.36,FALSE,RIGHT,"1,59",RIGHT,1,Counting
elisius1,7,76,20836,20868,34,892.2,874.7,932,749.2,175.93,93.51,FALSE,UP,"3,08",RIGHT,1,Counting
elisius1,7,77,21010,21032,24,930,758.1,822.3,706.6,163.22,102.93,FALSE,LEFT,"2,53",RIGHT,1,Counting
elisius1,8,1,66,80,16,816.4,698.9,769.4,696.7,77.75,53.71,FALSE,LEFT,"0,97",RIGHT,1,Counting
elisius1,8,2,434,474,42,768,691.1,782.7,415.2,278.6,168.09,FALSE,UP,"6,96",RIGHT,1,Counting
elisius1,8,3,626,666,42,782.1,401.9,1163.3,396.8,349.65,190.15,FALSE,RIGHT,"8,01",RIGHT,1,Counting
elisius1,8,4,990,1010,22,1173.8,388.7,1094.7,348,139.04,87.76,FALSE,LEFT,"1,96",RIGHT,1,Counting
elisius1,8,5,1166,1206,42,1090.9,334,1305.5,506.5,314.15,148.26,FALSE,RIGHT,"6,27",RIGHT,1,Counting
elisius1,8,6,1356,1380,26,1307.1,499.2,1331.7,591.3,176.63,90.63,FALSE,DOWN,"2,35",RIGHT,1,Counting
elisius1,8,7,1534,1574,42,1328.7,580.3,1516.8,366.3,289.44,158.34,FALSE,UP,"6,56",RIGHT,1,Counting
elisius1,8,8,1714,1742,30,1512.9,355.9,1301.4,333,278.25,143.9,FALSE,LEFT,"4,33",RIGHT,1,Counting
elisius1,8,9,2046,2080,36,1300.7,317,1565.2,331.1,266.53,147.89,FALSE,RIGHT,"5,36",RIGHT,1,Counting
elisius1,8,10,2322,2358,38,1574,337.3,1459.9,168.7,238.01,127.02,FALSE,UP,"4,88",RIGHT,1,Counting
